override,businessName,taxCountry,legalName,nativeBusinessName,nativeLegalName,taxRegistrationNumbers,street1,street2,street3,city,state,postalCode,poBox,poBoxPostalCode,dunsNumber,BVD,DUNS,LEI,unspsc,naics,website,isDiversitySupplier,stockExchange,stockSymbol,buyerSystemDetails
,OIL RESPONSE COMPANY OF AUST. P/L,Australia,,,,32235659662,,,,NEWPORT,Victoria,3015,,,,AU32235659662,,,,,oilresponse.com.au,,,,110514
,OIL SOLUTIONS N.Q.,Australia,,,,89058024936,472 WOOLCOCK STREET,,,GARBUTT,Queensland,4814,,,,AU058024936,,,,,cleanoilservices.com,,,,105384
,"Okta, Inc.",United States of America,,,,0,"100 First Street, 14th Floor",,,San Francisco,California,94105,,,,US264175727,,,,,okta.com,,,,111896
,OLYMPUS AUSTRALIA PTY LTD,Australia,,,,90078493295,3 ACACIA PLACE,,,NOTTING HILL,Victoria,3168,,,,AU078493295,,,,,olympus.com.au,,,,101335
,OMEGA CHEMICALS,Australia,,,,32982143022,936B GLEN HUNTLY ROAD,,,CAULFIELD SOUTH,Victoria,3162,,,,AU32982143022,,,,,omegachem.com.au,,,,101163
,Omicron electronics Australia Pty Ltd,Australia,,,,60119935563,"Suite 22, 240 Plenty Road",,,Bundoora,Victoria,3083,,,,AU119935563,,,,,https://www.omicronenergy.com/,,,,112308
,ON POINT UTILITY LOCATING PTY LTD,Australia,,,,69162831503,,,,Greystanes,New South Wales,2145,,,,AU162831503,,,,,https://onpointlocating.com.au/,,,,112635
,ONCORE CONTRACTOR SOLUTIONS PTY LTD,Australia,,,,28137348362,"Level 10, 276 Flinders St",,,Melbourne,Victoria,3000,,,,AU137348362,,,,,https://www.oncoreservices.com/,,,,112309
,ONE PLUS ONE SOLUTIONS PTY LIMITED,Australia,,,,19139356317,,,,BAKERY HILL,Victoria,3354,,,,AU139356317,,,,,https://www.easyfbt.com.au/,,,,107817
,ONESTEEL DISTRIBUTION,Australia,,,,50007519646,NATIONAL BUSINESS SERVICES,,,PARRAMATTA,New South Wales,2124,,,,AU007519646,,,,,infrabuild.com,,,,100980
,ONETEMP PTY,Australia,,,,54494200913,136 Richmond Road,,,Marleston,South Australia,5033,,,,AU54494200913,,,,,https://www.onetemp.com.au/,,,,112805
,ONSITE MACHINING & PIPELINE SERVICE AUSTRALIA,Australia,,,,47079405913,,,,MORWELL,Victoria,3840,,,,AU079405913,,,,,https://www.onsitemachining-omt.com.au/,,,,100327
,ONSITE RENTAL GROUP OPERATIONS PTY,Australia,,,,74126102485,,,,ST MARYS,New South Wales,1790,,,,AU126102485,,,,,onsite.com.au,,,,110688
,OPEN TEXT PTY LTD,Australia,,,,98071903010,"Level 6, 80 Pacific Highway",,,North Sydney,New South Wales,2060,,,,AU071903010,,,,,https://www.opentext.com.au/,,,,112444
,OpenGamma Limited,United Kingdom,,,,vatRegistrationNumber:GB977920859,256-260 Old Street,,,London,,EC1V 9DD,,,,GB06989069,,,,,https://opengamma.com/,,,,113329
,OPTEC PTY LTD,Australia,,,,60523722739,,,,MORWELL,Victoria,3840,,,,AU60523722739,,,,,optec.com.au,,,,101549
,OPTIMATE PTY LTD,Australia,,,,97064219852,Level 6 200 Adelaide St,,,BRISBANE,Queensland,4000,,,,AU064219852,,,,,optimate.net.au,,,,108077
,OPTIMUM CONTROL PTY LTD,Australia,,,,64707868352,40 RAYMOND AVENUE,,,MATRAVILLE,New South Wales,2036,,,,AU64707868352,,,,,http://www.optimumcontrol.com/,,,,100225
,OPTIMUM DRAFTING PTY LTD,Australia,,,,28065272942,LOT 10 REDHILL ROAD,,,CALLIGNEE,Victoria,3844,,,,AU065272942,,,,,,,,,100443
,OPTUS BILLING SERVICES PTY LTD,Australia,,,,95088011536,,,,NORTH SYDNEY,New South Wales,2059,,,,AU088011536,,,,,optus.com.au,,,,102665
,OPTUS COMMUNICATIONS,Australia,,,,90052833208,,,,SYDNEY,New South Wales,1120,,,,AU052833208,,,,,optus.com.au,,,,110915
,OPTUS NETWORKS PTY LIMITED,Australia,,,,92008570330,1 LYONPARK ROAD,,,MACQUARIE PARK,New South Wales,2113,,,,AU008570330,,,,,https://www.optus.com.au/about/network,,,,110916
,ORACLE CORPORATION AUSTRALIA PTY LT,Australia,,,,80003074468,,,,SYDNEY,New South Wales,2001,,,,AU003074468,,,,,https://www.oracle.com/au/index.html,,,,101550
,ORBINOX PTY LTD T/AS SFI,Australia,,,,61154483682,501 DOWLING STREET,,,WENDOUREE,Victoria,3355,,,,AU154483682,,,,,orbimax.com.au,,,,109592
,ORION PACIFIC PTY LTD,Australia,,,,99069516025,20 PROSPERO STREET,,,MARYLAND,New South Wales,2287,,,,AU069516025,,,,,orionpac.com.au,,,,110987
,"OSISOFT, LLC",United States of America,,,,0,1600 ALVARADO STREET,,,SAN LEANDRO,California,94577,,,,US132951166L,,,,,osisoft.com,,,,104529
,OSMOFLO WATER MANAGEMENT PTY LTD,Australia,,,,62608078459,,,,RUNDLE MALL,South Australia,5000,,,,AU608078459,,,,,osmoflo.com,,,,101551
,OTIS ELEVATOR CO PTY LTD,Australia,,,,56002873065,42 DOWNIE ST,,,WICKHAM,New South Wales,2293,,,,AU002873065,,,,,otis.com,,,,104296
,OUR VERY OWN PTY LTD,Australia,,,,70608745946,"LEVEL 4, 152 ELIZABETH STREET",,,MELBOURNE,Victoria,3000,,,,AU608745946,,,,,ourveryown.com.au,,,,109857
,Outback Imaging Pty Ltd,Australia,,,,18102594883,Unit 1/39 Dunhill Crescent,,,Morningside,Queensland,4170,,,,AU102594883,,,,,https://www.ezescan.com.au/,,,,111987
,Overall Forge,Australia,,,,14053910188,"Lot 7 R.W Henry Drive, Ettamogah",,,Nth Albury,New South Wales,2640,,,,AU053910188,,,,,https://www.overallforge.com.au//,,,,112759
,Owner Corporation No.2 PS 507443P,Australia,,,,57686367119,601 Collins Street,,,Melbourne,Victoria,3000,,,,AU57686367119,,,,,https://www.theknight.com.au/,,,,113418
,Owners Corporation No. 1 PS811262W,Australia,,,,57328727554,"119 A'Beckett Street,",,,Melbourne,Victoria,3000,,,,AU57328727554,,,,,https://www.peakstrata.com.au/,,,,113287
,Owners Corporation PS 708385F,Australia,,,,87144525443,1308/ 401 Docklands Drive,,,Malvern,Victoria,3144,,,,AU87144525443,,,,,https://www.theknight.com.au/,,,,113470
,Owners Corporation PS745722E - OC1,Australia,,,,83260776954,"Level 3, 521 Toorak Road",,,Toorak,Victoria,3142,,,,AU83260776954,,,,,https://www.tideways.com.au/,,,,112568
,OWNERS CORPORATION PS801120A,Australia,,,,40722765429,"Level 1, suite 6, 190",,,George street,New South Wales,2150,,,,AU40722765429,,,,,https://www.firstcommunity.com.au/,,,,111767
,OWNERS CORPORATION PS827722Y,Australia,,,,88626056451,"LVL 1, 1/85 TRIHOLM AVE",,,LAVERTON,Victoria,3028,,,,AU626056451,,,,,,,,,110715
,OWNERS CORPORATION PS827722Y,Australia,,,,88626056451,"LVL 1, 1/85 TRIHOLM AVE",,,LAVERTON,Victoria,3028,,,,,,,,,,,,,110715
,Owners Strata Plan 96041,Australia,,,,39517036554,C/- Chris Darby Strata Level 1 55 K,,,Wollongong,New South Wales,2500,,,,AU39517036554,,,,,,,,,110110
,OXT GROUP PTY LTD,Australia,,,,97624212979,26 Byron St,,,BULIMBA,Queensland,4171,,,,AU624212979,,,,,,,,,113054
,OZ GREEN AUSTRALIA PTY LTD,Australia,,,,50630534397,Level 1 127 Whiteman Street,,,Southbank,Victoria,3006,,,,AU630534397,,,,,https://oz-green.com.au/,,,,112346
,Ozetel Pty Ltd,Australia,,,,54113332308,PO Box 4103 Springfeld,,,Central Qld,Queensland,4300,,,,AU113332308,,,,,https://www.ozetel.com.au/,,,,113064
,OZY RENEWABLES PTY LTD,Australia,,,,64671198539,Unit 2 - 69 Holbrooks Road,,, Flinders Park,South Australia,5025,,,,AU671198539,,,,,https://ozyrenewables.com.au/,,,,113346
,P & D CRANES AUSTRALIA PTY LTD,Australia,,,,58107882306,,,,TRARALGON,Victoria,3844,,,,AU107882306,,,,,https://pdcranes.com.au/,,,,112696
,P & P Solutions LLC,United States of America,,,,0,224 Summerdale Lane,,,Evington,Virginia,24550,,,,US302405294L,,,,,https://pandpsolutionsllc.com/,,,,109343
,P & V GREALY AUTOMOTIVE,Australia,,,,45994162670,17 DELLATORRE RD,,,MOE,Victoria,3825,,,,AU45994162670,,,,,,,,,100800
,P.M.T. SECURITY SYSTEMS PTY. LTD,Australia,,,,14005822097,"Level 1, 5 Tullamarine Park Road",,,Tullamarine,Victoria,3043,,,,AU005822097,,,,,https://pmtsecurity.com.au/,,,,112497
,P.R. KING & SONS PTY LTD,Australia,,,,85000134547,155 VICTORIA ROAD,,,MARRICKVILLE,New South Wales,2204,,,,AU000134547,,,,,prking.com.au,,,,101234
,PAC FIRE AUSTRALIA,Australia,,,,60088233783,,,,ORMEAU,Queensland,4208,,,,AU088233783,,,,,pacfire.com.au,,,,104393
,PACE Development Group Pty Ltd,Australia,,,,31108448817,"LEVEL 2, 201 FITZROY STREET",,,ST KILDA,Victoria,3182,,,,AU108448817,,,,,pacedg.com.au,,,,110641
,PACIFIC 2022 BIDCO C PTY LIMITED,Australia,,,,75662385346,"Level 31, 126 Phillips Street",,,Sydney,New South Wales,2000,,,,AU662385346,,,,,https://evergen.energy/,,,,113385
,PACIFIC AUTOMATION,Australia,,,,46008724098,45 SOLOMON ROAD,,,JANDAKOT,Western Australia,6464,,,,AU008724098,,,,,pacificautomation.com.au,,,,100043
,PACIFIC CONTROLS PTY LTD,Australia,,,,40010730355,32 CONTAINER STREET,,,TINGALPA,Queensland,4173,,,,AU010730355,,,,,paccon.com.au,,,,105938
,PACIFIC HOSEFLEX PTY LTD,Australia,,,,71073719874,,,,BURLEIGH BC,Queensland,4220,,,,AU073719874,,,,,https://hoseflex.com/,,,,111245
,PAGEUP PEOPLE LIMITED,Australia,,,,71005630740,"91 WILLIAM STREET, LEVEL 10",,,MELBOURNE,Victoria,3000,,,,AU005630740,,,,,pageuppeople.com,,,,109535
,PALARIS AUSTRALIA PTY LIMITED,Australia,,,,13093424867,1/384 Hunter St,,,Newcastle,New South Wales,2300,,,,AU093424867,,,,,https://palaris.com/,,,,112564
,Pall Australia Pty Ltd,Australia,,,,80136524868,1-2 Wandarri Court,,,Cheltenham,Victoria,3192,,,,AU136524868,,,,,https://www.pall.com/,,,,112221
,PANKU SAFETY SOLUTIONS PTY LTD,Australia,,,,33640211758,211 Greens Rd,,,Dandenong outh,Victoria,3175,,,,AU640211758,,,,,https://www.panku.com.au/,,,,113076
,PANTAC SYSTEM CONTROL PTY LTD,Australia,,,,98605766881,7 FERNTREE GVE,,,ASPENDALE GARDENS,Victoria,3195,,,,AU605766881,,,,,pantac.com.au,,,,108998
,PANTHERA FINANCE PTY LTD,Australia,,,,99147634482,,,,TOOWONG,Queensland,4066,,,,AU147634482,,,,,pantherafinance.com.au,,,,108777
,PANVIVA PTY. LTD.,Australia,,,,29096472543,"683 Bourke Rd, Level 2",,,Camberwell,Victoria,3124,,,,AU096472543,,,,,panviva.com,,,,110058
,PAPERBOS LLC,United States of America,,,,0,5505 EAGLE COURT,,,FLORENCE,Montana,59833,,,,US349394261L,,,,,http://www.paperbos.com/,,,,110051
,PARK AVENUE PTY LTD,Australia,,,,18004388863,,,,WARRAGUL,Victoria,3820,,,,AU004388863,,,,,https://parkavenuelaundry.com.au/,,,,110517
,Passavant-Geiger GmbH,Germany,,,,0,Passavant-Geiger-Strasse 1,,,Aarbergen,,65326,,,,DE6250323195,,,,,https://www.passavant-geiger.com/en/,,,,113227
,PDG Operation Trust,Australia,,,,53753540040,Level 17/501 Swanston St,,,Melbourne,Victoria,3000,,,,AU53753540040,,,,,https://pdg.com.au/about/,,,,112439
,PDL ELECTRICAL,Australia,,,,24396898707,,,,KIAMA,New South Wales,2533,,,,AU24396898707,,,,,https://www.pdl.co.nz/,,,,110208
,PDVIEW PTY LTD,Australia,,,,25602893872,"404, 7 Jeffcott St.",,,West Melbourne,Victoria,3003,,,,AU602893872,,,,,pdview.com.au,,,,109117
,PEARL FILTRATION PTY LTD,Australia,,,,19078779754,25 MICHELLAN CRT,,,BAYSWATER,Victoria,3153,,,,AU078779754,,,,,https://pearlfiltration.com.au/,,,,109903
,PEGASUS PRINT GROUP,Australia,,,,32131427695,,,,BLACKTOWN,New South Wales,2148,,,,AU131427695,,,,,pegasusprintsolutions.co.uk,,,,111014
,PENDULA,Australia,,,,61613136824,234 CROWN ST,,,DARLINGHURST,New South Wales,2010,,,,AU613136824,,,,,pendula.com,,,,109974
,Penguin Coolroom,Australia,,,,92061275442,"Factory 19, 9-11 Yazaki Way",,,Carrum Downs,Victoria,3201,,,,AU92061275442,,,,,https://www.penguincoolroomhire.com.au/,,,,112651
,PENTAIR FLOW TECHNOLOGIES PACIFIC PTY LTD,Australia,,,,94614850501,22a Taminga St,,,Regency Park,South Australia,5010,,,,AU614850501,,,,,pentair.com,,,,110059
,PERACON PTY LTD,Australia,,,,58141831889,"SUITE 7.01, 99 QUEEN STREET",,,MELBOURNE,Victoria,3000,,,,AU141831889,,,,,peracon.com.au,,,,110518
,PEST CONTROL SERVICES,Australia,THE TRUSTEE FOR I & G COMBRIDGE FAMILY TRUST,,,58505749214,PO Box 20,,,CHURCHILL,Victoria,3842,PO Box 20,3842,,AU58505749214,,,,,http://www.combridgepestcontrol.com.au/,,,,105440
,Pest control services I & G Combridge,Australia,PVC CONTRACTING PTY LTD,,,35662070886,61B Kyne St,,,Glengarry,Victoria,3854,,,,AU662070886,,,,,http://www.combridgepestcontrol.com.au/,,,,113290
,PETER STOITSE TRANSPORT PROPRIETARY LIMITED,Australia,,,,65004845461,5920 South Gippsland Highway,,,Welshpool,Victoria,3966,,,,AU004845461,,,,,https://stoitse.com.au/,,,,112834
,PETER WALSH,Australia,,,,41385150722,,,,MORWELL MAIL CENTRE,Victoria,3841,,,,AU41385150722,,,,,,,,,109779
,PETROGAS PTY LTD,Australia,,,,64006960372,PRIVATE BAG 5,,,NEWPORT MDC,Victoria,3015,,,,AU006960372,,,,,https://pacificfuelsolutions.com.au/,,,,110519
,PEWAG AUSTRALIA PTY LTD,Australia,,,,34160899150,16 SUNSET AVENUE,,,BARRACK HEIGHTS,New South Wales,2529,,,,AU160899150,,,,,pewag.com.au,,,,109250
,PHILLIPS & COHEN ASSOCIATES (AUSTRALIA) PTY LTD,Australia,,,,28159866896,"Suite 1, Level 7, 60 City Road",,,SOUTHBANK,Victoria,3006,,,,AU159866896,,,,,phillips.com,,,,109795
,PHOENIX CONTACT PTY LIMITED,Australia,,,,28069405125,Unit 7 2-8 South Street,,,Rydalmere,New South Wales,2116,,,,AU069405125,,,,,phoenixcontact.com,,,,111902
,PHOENIX LIFTING PTY LTD,Australia,,,,34140798616,19 Wongajong Close.,,,Castle Hill,New South Wales,2154,,,,AU140798616,,,,,https://phoenixlifting.com.au/,,,,112270
,PHUEL,Australia,,,,56078891684,"THE BOND, 30 HICKSON ROAD",,,MILLERS POINT,New South Wales,2000,,,,AU078891684,,,,,https://phuel.com.au/,,,,111439
,PHYSIOCHOICE PTY LTD,Australia,,,,68114601204,4/24 Breed Street,,,Traralgon,Victoria,3844,,,,AU114601204,,,,,https://www.physiochoice.com.au/,,,,113280
,PINNACLE HEIGHT & SAFETY PTY LTD,Australia,,,,31104761686,40 BORTHWICK AVENUE,,,MURARRIE,Queensland,4172,,,,AU104761686,,,,,https://www.pinnaclesafety.com.au/,,,,109472
,Pinsent Masons,Australia,S ALPHONSE & Others,,,78324419393,Level 32 Gateway Tower 1 Macquarie,,,SYDNEY,New South Wales,2000,,,,AU78324419393,,,,,https://www.pinsentmasons.com/,,,,113046
,PIPE & ENGINEERING SUPPLY CO PTY LT,Australia,,,,75001299752,1-2 OLD PORT ROAD,,,PORT KEMBLA,New South Wales,2505,,,,AU001299752,,,,,pipe.com,,,,105374
,PIPECORR PTY LTD,Australia,,,,91100568116,21 CRELLIN CRESCENT,,,WATSONIA,Victoria,3087,,,,AU100568116,,,,,https://pipecorr.com.au/,,,,104885
,Piper Alderman,Australia,,,,42843327183,"Level 26, Riparian Plaza,71 Eagle S",,,Brisbane,Queensland,4000,,,,AU42843327183,,,,,https://piperalderman.com.au/,,,,113081
,PIPESERV,Australia,,,,97115874972,"74 THOMSONS ROAD, UNIT 15",,,KEILOR PARK,Victoria,3042,,,,AU97115874972,,,,,https://www.pipeserv.com/,,,,109530
,PIPING AND AUTOMATION SYSTEMS PTY LTD,Australia,,,,44102850064,10 Austral Place,,,HALLAM,Victoria,3803,,,,AU102850064,,,,,https://www.paas.com.au/,,,,112234
,PIRTEK,Australia,,,,34618302462,LITHGOW 1 IAN HOLT DRIVE,,,LIDSDALE,New South Wales,2790,,,,AU618302462,,,,,https://www.pirtek.com.au/,,,,111396
,PIRTEK LATROBE VALLEY,Australia,,,,43142343235,4/2 VESTAN DVE,,,MORWELL,Victoria,3840,,,,AU142343235,,,,,pirtek.com.au,,,,109917
,PIRTEK PTY LTD,Australia,,,,99520254322,1-3 HALL STREET,,,YARRAVILLE,Victoria,3013,,,,AU99520254322,,,,,pirtek.com.au,,,,110520
,PIT PATROL PTY LTD,Australia,,,,89116921656,PO Box 100,,,Singleton,New South Wales,2330,PO Box 100,2330,,AU116921656,,,,,https://pitpatrol.com.au/,,,,113405
,PIVOT REMESYS PTY LTD,Australia,,,,85615913687,"350 GEORGE STREET, LEVEL 4",,,SYDNEY,New South Wales,2000,,,,AU615913687,,,,,pivotsoftware.com,,,,109458
,PLANS BY DESIGN,Australia,,,,78469768602,27 RAMSEY STREET,,,KADINA,South Australia,5554,,,,AU78469768602,,,,,,,,,110365
,PLANTS FOR HIRE PTY LTD,Australia,,,,35006598625,43 TOOTAL RD,,,DINGLEY,Victoria,3172,,,,AU006598625,,,,,plantsforhire.com,,,,110413
,Planview International AB,Australia,,,,60739963990,1 O'CONNELL STREET,,,SYDNEY,New South Wales,2000,,,,AU60739963990,,,,,planview.com,,,,110587
,PLENTI PTY LIMITED,Australia,,,,29161376638,"Level 5, 14 Martin Place",,,Sydney,New South Wales,2000,,,,AU161376638,,,,,https://www.plenti.com.au/,,,,112437
,PlexTrac Inc,United States of America,,,,taxRegistrationNumber:82-3300048,110 Main Street,,,Boise,Idaho,83702,,,,US343276820L,,,,,https://plextrac.com/,,,,112356
,PLEXUS WATER PTY LTD,Australia,,,,47609010184,56 Marina Quay Drive,,,ERSKINE,Western Australia,6017,,,,AU609010184,,,,,https://www.plexuswater.com.au/,,,,112758
,PLUS ES,Australia,,,,30179420673,48-50 HOLKER STREET,,,SILVERWATER,New South Wales,2128,,,,AU30179420673,,,,,pluses.com.au,,,,109771
,PM CONTROL SYSTEMS (AUST) PTY LTD,Australia,,,,35138605071,591 GEORGE STREET,,,SYDNEY,New South Wales,2000,,,,AU138605071,,,,,https://www.pmcontrol.com/,,,,113377
,POLYMASTER PTY LTD,Australia,,,,40115704384,LOCKED BAG 4001,,,SWAN HILL,Victoria,3585,,,,AU115704384,,,,,https://www.polymaster.com.au/,,,,111505
,PORR GMBH & CO. KGAA,Germany,PORR GMBH & CO. KGAA,,,HRB 246011 (MÜNCHEN) | DE 129274690 | 143/314/30006 | DE129274690 | 529900T4EC1Q38W8SZ72 | 8170256530,Walter-Gropius-Straße 23,,,München,,80807,,,,DE8170256530,,,,,https://www.willatontransport.com.au/,,,,112508
,PORT LOCKSMITHS,Australia,,,,30159585323,156 SWAN TERRACE,,,GLANVILLE,South Australia,5015,,,,AU159585323,,,,,,,,,104200
,PORT OF MELBOURNE OPERATIONS PTY LTD,Australia,,,,83751315034,GPO Box 2149,,,MELBOURNE,Victoria,3001,GPO Box 2149,3001,,AU83751315034,,,,,portofmelbourne.com,,,,110521
,POWELL INDUSTRIAL PTY LTD,Australia,,,,36010035346,1/76 Postle Street,,,Coopers Plains,Queensland,4108,,,,AU010035346,,,,,https://www.powellindustrial.com.au/home.html,,,,112708
,POWER CHOICE PTY LTD,Australia,,,,63104658960,1B/87 Webster Rd,,,STAFFORD,Queensland,4053,,,,AU104658960,,,,,https://powerchoice.com.au/,,,,105490
,Power Control Engineers Pty Limited,Australia,,,,50103684466,51 Darling Street,,,Carrington,New South Wales,2294,,,,AU103684466,,,,,https://www.pceng.com.au/,,,,113306
,POWER PARAMETERS,Australia,,,,69065377675,"UNIT 24 & 25 CARGO PARK, 1 INTERNAT",,,WEST MEADOWS,Victoria,3049,,,,AU065377675,,,,,powerparameters.com.au,,,,100746
,POWER PLANT CHEMICAL ENGINEERING PTY,Australia,,,,94653965050,3  ROSEWOOD CL,,,GARDEN SUBURB,New South Wales,2285,,,,AU653965050,,,,,https://ppchemeng.com.au/,,,,112675
,POWER RIGHT PTY LTD,Australia,,,,89064395160,2A MEREDITH STREET,,,NEWTON,South Australia,5074,,,,AU064395160,,,,,powerright.com.au,,,,105298
,POWER TEST SERVICES PTY LTD,Australia,POWER TEST SERVICES PTY LTD,,,28636178848,70 MITCHELL AVENUE,,,KHANCOBAN,New South Wales,2642,,,,AU636178848,,,,,powerts.com.au,,,,110693
,POWER TURBINE SERVICES PTY LTD,Australia,,,,80629300401,"Level 27 Santos Place, 32 Turbot St",,,Brisbane,Queensland,4000,,,,AU629300401,,,,,powerturbineservices.com.au,,,,111937
,POWERCOR AUSTRALIA LIMITED,Australia,,,,89064651109,LOCKED BAG 14090,,,MELBOURNE,Victoria,8001,,,,AU064651109,,,,,https://www.powercor.com.au/,,,,102119
,POWERFLO SOLUTIONS PTY LTD,Australia,,,,71000004884,PRIVATE MAIL BAG 56,,,ERMINGTON,New South Wales,2115,,,,AU000004884,,,,,powerflo.com.au,,,,100020
,POWERPLANT NETWORK SERVICES PTY LTD,Australia,,,,40663488873,"163 Princes Highway,Hallam",,,Melbourne,Victoria,3803,,,,AU663488873,,,,,https://powerplant.com.au/,,,,113060
,POWERTECH ENGINEERING,Australia,,,,63102392558,AUSTRALIA PTY LTD 11 INMAN ROAD,,,CROMER,New South Wales,2099,,,,AU102392558,,,,,pwt-eng.com,,,,110969
,POWERTECH PTY LTD,Australia,,,,16081990052,14 Energy Street,,,Malaga,Western Australia,6090,,,,AU081990052,,,,,powertech.com.au,,,,104205
,POWINS PTY LTD,Australia,,,,90603450148,PO BOX 452,,,MORNINGSIDE,Queensland,4170,PO BOX 452,4170,,AU603450148,,,,,powins.net,,,,109057
,PRECAST CIVIL INDUSTRIES PTY LTD,Australia,,,,78615726924,4-8 Field Close,,,Moorebank,New South Wales,2170,,,,AU615726924,,,,,https://civilmart.com.au/,,,,112146
,PRECISE MOTOR REWINDS,Australia,,,,61054589249,5/24 Elizabeth St,,,Wetherill Park,New South Wales,2164,,,,AU054589249,,,,,https://www.precisemotorrewinds.com.au/,,,,112665
,PRECISION BEARINGS PTY LTD,Australia,,,,15005295607,11 LEEDS STREET,,,CANTERBURY,Victoria,3126,,,,AU005295607,,,,,https://www.precision.com.au/,,,,101563
,PREDICTIVEHIRE PTY LTD,Australia,Sapia.ai,,,86164492586,84 Grey Street,,,St Kilda,Victoria,3182,,,,AU164492586,,,,,predictivehire.com,,,,111888
,PREFERRED MEDIA PTY LIMITED,Australia,,,,62061425189,1 Chaplin Drive,,,Lane Cove West,New South Wales,2066,,,,AU061425189,,,,,https://preferredmedia.com.au/,,,,112647
,PREFORMED LINE PRODUCTS (AUSTRALIA) LIMITED,Australia,,,,27004533877,190 POWER STREET,,,GLENDENNING,New South Wales,2761,,,,AU004533877,,,,,https://plp.com/au/,,,,113218
,PREMIER ENGINEERING SERVICES PTY LIMITED,Australia,,,,84100231481,7/414 MOWBRAY ROAD,,,LANE COVE,New South Wales,2066,,,,AU100231481,,,,,http://premierengineering.com.au/,,,,109481
,PRESCRIBE PREVENT INJURY CHANGE,Australia,,,,69165493238,126 Church Street,,,Wollongong,New South Wales,2500,,,,AU165493238,,,,,https://prescribeaustralia.com.au/,,,,113014
,PRICEWATERHOUSE COOPERS,Australia,,,,52780433757,,,,SYDNEY,New South Wales,2001,,,,AU52780433757,,,,,pwc.co.uk,,,,101995
,PRIME VALVES & ACTUATION (AUST) PTY,Australia,,,,53139018241,"UNIT 9, 5 KELLETTS ROAD",,,ROWVILLE,Victoria,3178,,,,AU139018241,,,,,primevalvesindia.com,,,,105711
,PRIMECH ENGINEERING PTY LTD,Australia,,,,65798312589,,,,TRARALGON,Victoria,3844,,,,AU65798312589,,,,,primech.com.au,,,,100447
,PRIMIS ENGINEERING GROUP,Australia,ABK GROUP PTY LTD & RIA (AUST) PTY LTD,,,56530522434,"Level 1, 1264 High Street",,,ARMADALE,Victoria,3143,,,,AU56530522434,,,,,http://primis.com.au/,,,,111716
,PRIORITY GROUP AUSTRALIA PTY LTD,Australia,,,,18143024775,,,,BROOKVALE,New South Wales,2100,,,,AU143024775,,,,,https://prioritygroup.com.au/,,,,111674
,Prism Acoustics & Training,Australia,,,,75622376843,,,,WOORI YALLOCK,Victoria,3139,,,,AU75622376843,,,,,https://prismat.com.au/,,,,108115
,PRO AV SOLUTIONS (VIC),Australia,,,,35135802087,"UNIT 2, 8 GARDEN RD",,,CLAYTON,Victoria,3168,,,,AU135802087,,,,,https://www.proavsolutions.com.au/,,,,110768
,PRO DRAFT PTY LTD,Australia,,,,39056623757,,,,MORWELL,Victoria,3840,,,,AU39056623757,,,,,prodraft.com.au,,,,101565
,PROBE OPERATIONS PTY LTD,Australia,,,,94624615925,"485 Level 7, South Tower, La Trobe",,,Melbourne,Victoria,3000,,,,AU624615925,,,,,https://www.probecx.com/en-au/,,,,112275
,PROCESS PUMPS AUSTRALIA,Australia,,,,72005626764,"UNIT 5, 385 DORSET ROAD",,,BORONIA,Victoria,3155,,,,AU005626764,,,,,http://www.processpumps.com.au/,,,,100959
,PROCHEM PIPELINE PRODUCTS PTY LTD,Australia,,,,74000337824,6 Forge Street,,,Welshpool,Western Australia,6106,,,,AU000337824,,,,,https://www.prochem.com.au/,,,,113475
,PROCUREMENT LEADERS LIMITED,United Kingdom,,,,vatRegistrationNumber:GB839701703,"Unit 5, Tun Yard Peardon St",,,London,,SW8 3HT,,,,GB05013101,,,,,https://procurementleaders.com/,,,,109273
,PROCUS AUSTRALIA PTY LTD,Australia,,,,83092223919,,,,SEVEN HILLS,New South Wales,2147,,,,AU092223919,,,,,procus.com.au,,,,110875
,PRODUCTIVITY MATTERS PTY LTD,Australia,,,,94162300601,11 Wilson St,,,South Yarra,Victoria,3141,,,,AU162300601,,,,,https://productivitymatters.com.au/,,,,112796
,PROFITA PROPERTY DEVELOPMENTS PTY LTD,Australia,,,,48488270412,"SUITE 312, 1 PRINCESS ST",,,KEW,Victoria,3101,,,,AU48488270412,,,,,http://wpropertygroup.com.au/,,,,110767
