override,businessName,taxCountry,legalName,nativeBusinessName,nativeLegalName,taxRegistrationNumbers,street1,street2,street3,city,state,postalCode,poBox,poBoxPostalCode,BVD,dunsNumber,LEI,unspsc,naics,website,isDiversitySupplier,stockExchange,stockSymbol,buyerSystemDetails
,ANDREAS MAIER GMBH & CO.KG,Germany,,,,HRA 260108 |DE147321245,Waiblinger Str. 116,,,Fellbach,,70734,,,DE7330009694,315008607,,,,www.amf.de,,,,
,ANDREAS WITT GMBH,Germany,,,,HRB 134477 B |DE277156617|37/161/21772,Strausberger Str. 1,,,Berlin,,13055,,,DE2010323505,342150614,,,,www.andreas-witt.de,,,,
,KARUS MEDIA,Germany,,,,|DE173079745,Goethestraße 31,,,Schwäbisch Gmünd,,73525,,,DE7370079579,341281901,,,,www.karus.de,,,,
,ANDUS ELEKTRONIC GMBH,Germany,,,,HRB 6696 B |DE811230795,Görlitzer Str. 52,,,Berlin,,10997,,,DE2010005513,316068212,,,,www.andus.de,,,,
,ANGELIKA JOHNEN VERPACKUNGEN,Germany,,,,|DE188424374,Niersbendenallee 28,,,Mönchengladbach,,41066,,,DE5230355750,328265348,,,,www.johnen-verpackungen.de,,,,
,ANKA TEXTIL EUROPA GMBH (508),Germany,,,,HRB 15016 |DE283320283|121/5702/5337,Odenkirchener Str. 107,,,Mönchengladbach,,41236,,,DE5230365312,342630893,,,,www.ankaeuropa.de,,,,
,ANOTECH GMBH,Germany,,,,HRB 432995 |DE234675076,Am Schloßgarten 10,,,Hirschberg an der Bergstraße,,69493,,,DE7170234969,333338874,,,,www.anotech.de,,,,
,CARGO-PARTNER GMBH,Germany,,,,|DE813030375,Sachsenstraße 6,,,Hamburg,,20097,,,DE8350167826-1002,342427625,,,,,,,,
,ANSYS GERMANY GMBH,Germany,,,,HRB 5078 |DE111630030|07 233 02697,Birkenweg 14A,,,Darmstadt,,64295,,,DE6050077916,340784925,,,,www.ansys.com,,,,
,ANTARES POWER SOLUTIONS GMBH,Germany,,,,HRB 11943 |DE300210059,Melkweg 16,,,Paderborn,,33106,,,DE4290307490,313487763,,,,www.antares-power.de,,,,
,ANTERIS SYSTEMS GMBH (500),Germany,,,,HRB 229692 |DE309687715,Münchner Str. 47e,,,Holzkirchen,,83607,,,DE8250498997,314166106,,,,www.anteris-medical.com,,,,
,ANTHOS MIKROSYSTEME GMBH,Germany,,,,HRB 212345 |DE122939229|56/204/02947,Burkamp 22,,,Friesoythe,,26169,,,DE5210119762,327182515,,,,www.anthos.de,,,,
,ANTON ESCHENWECKER FLEISCHWAREN KG (583),Germany,,,,HRA 4776 |DE133679556,Karthauser Str. 5,,,Regensburg,,93051,,,DE8230029745,318270030,,,,www.eschenwecker.net,,,,
,ANTON GMBH,Germany,,,,HRB 37211 |DE158766428|045/228/45046,Hersfelder Str. 21,,,Frankfurt am Main,,60487,,,DE6070230751,343753471,,,,www.anton-gmbh.de,,,,
,ANTON HURTZ GMBH & CO. KG,Germany,,,,HRA 4376 |DE120003688|115/5840/0025,Lobbericher Str. 90,,,Nettetal,,41334,,,DE5230011088,318065158,,,,www.hurtz.de,,,,
,APATHERM GMBH,Germany,,,,HRB 11355 NP ,Hauptstraße 9,,,Hennigsdorf,,16761,,,DE2012617952,313617754,,,,,,,,
,APETITO AKTIENGESELLSCHAFT,Germany,,,,HRB 4040 |DE124386674|311/5840/0016,Bonifatiusstraße 305,,,Rheine,,48432,,,DE4250003300,329715189,,,,www.apetito.de,,,,
,APETITO CATERING B.V. & CO.KG,Germany,,,,HRA 5828 |DE815101064,Bonifatiusstraße 305,,,Rheine,,48432,,,DE4250107068,324186147,,,,www.apetito-catering.de,,,,
,APO GMBH,Germany,,,,HRB 12896 |DE240398615|202/5725/1380,Konrad-Zuse-Straße 2b,,,Alsdorf,,52477,,,DE5010364016,341717561,,,,www.apo.ac,,,,
,APOGRAPH GMBH,Germany,,,,HRB 505945 |DE246622527,Hanauer Str. 4,,,Pforzheim,,75181,,,DE7230279257,312764659,,,,www.apograph.biz,,,,
,APOLLO HERKENRATH GMBH & CO.KG,Germany,,,,HRA 20380 |DE120886069,Eifelstraße 34,,,Solingen,,42699,,,DE5330159046,329283951,,,,www.apollo-herkenrath.de,,,,
,PROCAR AUTOMOBILE MÜNSTERLAND GMBH,Germany,,,,HRB 33123 |DE813425689,Weseler Str. 729,,,Münster,,48163,,,DE4250302388,344711093,,,,www.procar-automobile.de,,,,
,APPLIED CRITICAL FLUIDS GMBH,Germany,,,,HRB 10091 |DE814079379,Industriestraße 53,,,Mannheim,,68169,,,DE7170239096,333689854,,,,www.acftec.de,,,,
,GOSSEN METRAWATT GMBH,Germany,,,,HRB 24602 |DE815002769|241/115/82781,Südwestpark 15,,,Nürnberg,,90449,,,DE8190718086,507358013,,,,www.gmc-instruments.de,,,,
,TENTAMUS PHARMA AND  MED,Germany,,,,|DE290928848,Am Hubengut 3,,,Karlsruhe,,76149,,,DE8310257840-1000,537589637,,,,,,,,
,AQUA-CONCEPT GES. F. WASSERBEHANDLUNG MBH,Germany,,,,HRB 96757 |DE128215086,Am Kirchenhölzl 13,,,Gräfelfing,,82166,,,DE8330223932,340413962,,,,www.aqua-concept-gmbh.eu,,,,
,DÜKER EMAIL TECHNOLOGIE GMBH,Germany,,,,HRB 15407 |DE815733703,Hauptstraße 39-41,,,Laufach,,63846,,,DE7331199402,314553297,,,,www.dueker-emailtechnologie.de,,,,
,"AQUAPAC-AQUAMAN D. GMBH, BUECKEBURG",Germany,,,,HRB 2960 |DE812482641,Donaliesstraße 2,,,Bückeburg,,31675,,,DE4230063005,315651948,,,,www.aquapac.de,,,,
,AQVIDA GMBH-EUR,Germany,,,,HRB 94083 |DE814418869,Kaiser-Wilhelm-Straße 89,,,Hamburg,,20355,,,DE2151259790,537244407,,,,www.aqvida.com,,,,
,ARACOM IT SERVICES AG (GENEART),Germany,,,,HRB 25111 |DE270284505|103/120/00682,Daimlerstraße 13,,,Gersthofen,,86368,,,DE8030321092,341594621,,,,www.aracom.de,,,,
,XPLM SOLUTION GMBH,Germany,,,,HRB 24804 |DE814321242|203/123/09425,Altmarkt 25,,,Dresden,,1067,,,DE3070335200,506797955,,,,www.xplm.com,,,,
,AGV CHEMIE BADEN-WÜRTTEMBERG E.V.,Germany,,,,VR 200197 ,Allee Cité 1,,,Baden-Baden,,76532,,,DE7110028386,506861728,,,,www.chemie.com,,,,
,APV,Germany,,,,VR 1175 |DE149045139,Kurfürstenstraße 59,,,Mainz,,55118,,,DE6190137431,342904216,,,,www.apv-mainz.de,,,,
,AWT,Germany,,,,VR 2601 HB ,Paul-Feller-Straße 1,,,Bremen,,28199,,,DE2050439881,499002434,,,,www.awt-online.org,,,,
,ARBEITSRING ANERKANNTER,Germany,,,,HRB 1096 |DE122278981|207/5701/0185,An d. Binnesburg 2,,,Hürtgenwald,,52393,,,DE5010005460,316578129,,,,www.arbeitsring.de,,,,
,ARCOTEST GMBH,Germany,,,,HRB 511684 |DE813775094,Rotweg 25,,,Mönsheim,,71297,,,DE7230251654,332621148,,,,www.arcotest.de,,,,
,ARD ZDF DEUTSCHLANDRADIO BEITRAGSSE,Germany,,,,,Freimersdorfer Weg 6,,,Köln,,50829,,,DEBOE00019125,344474861,,,,www.rundfunkbeitrag.de,,,,
,SILVER ATENA GMBH,Germany,,,,HRB 172904 |DE259281440,Dachauer Str. 655,,,München,,80995,,,DE8170801231,340279328,,,,www.silver-atena.de,,,,
,"ARENA, RATINGEN",Germany,,,,HRB 43641 |DE811713396,Koppersstraße 18,,,Düsseldorf,,40549,,,DE5050289993,313477804,,,,www.chieftec.de,,,,
,ARENSIA,Germany,,,,HRB 64937 |DE276295755,Merowingerpl. 1,,,Düsseldorf,,40225,,,DE5050673618,341907738,,,,www.arensia-em.com,,,,
,ELCO GMBH,Germany,,,,HRB 55014 |DE811544605,Dreieichstraße 10,,,Mörfelden-Walldorf,,64546,,,DE6190211991,333580228,,,,www.elco.de,,,,
,ARMANO MESSTECHNIK GMBH,Germany,,,,|DE141033414,Manometerstraße 5,,,Wesel,,46487,,,DE3310016029-1000,330670191,,,,www.manometer-thermometer.de,,,,
,ARMIN HAIN GMBH & CO. KG.,Germany,,,,HRA 5482 |DE210089388,Somborner Str. 15,,,Rodenbach,,63517,,,DE6130118765,340849152,,,,www.armin-hain.de,,,,
,ARMIN HAMMA UMWELTTECHNIK,Germany,,,,|DE813445660,Kettelerstraße 44-46,,,Tuttlingen,,78532,,,DE7270201398,342751662,,,,www.hamma-uwt.de,,,,
,ARNDT AUTOMATIC GMBH,Germany,,,,HRB 41392 |DE129288390|143/115/10399,Lochhamer Schlag 10,,,Gräfelfing,,82166,,,DE8170064124,319641569,,,,www.arndt-automatic.com,,,,
,ARNO ARNOLD GMBH,Germany,,,,HRB 2567 |DE113530620,Bieberer Str. 161,,,Obertshausen,,63179,,,DE6210002459,317470292,,,,www.arno-arnold.de,,,,
,"MARX A., MALTERDINGEN",Germany,,,,HRB 261444 |DE241964567|05075/00358,Gewerbestraße 6,,,Malterdingen,,79364,,,DE7010088074,537352119,,,,www.arnomarx.de,,,,
,"ARNOLD GMBH , MUENCHEN",Germany,,,,HRB 88983 |DE129398903,Rudolf-Diesel-Ring 3,,,Holzkirchen,,83607,,,DE8250321485,327447272,,,,www.arnold-gmbh.de,,,,
,ARROWTEC CONNECT GMBH,Germany,,,,HRB 737846 |DE815296865|56096/14606,August-Borsig-Straße 8,,,Böblingen,,71032,,,DE7330979705,342193775,,,,www.arrowtec-connect.de,,,,
,"AMI, ART MATERIAL INTERNATIONAL",Germany,,,,HRB 2814 BB |DE232111171|11/293/00713,Boschstraße 8,,,Kaltenkirchen,,24568,,,DE2290084537,328514880,,,,www.art-material.de,,,,
,ART PHOTONICS GMBH,Germany,,,,HRB 68256 B |DE812553120|37/212/30142,Rudower Chaussee 46,,,Berlin,,12489,,,DE2011029199,315656087,,,,www.artphotonics.de,,,,
,ARTEC SYSTEMS,Germany,,,,HRA 7652 |DE813449403|252/151/01900,Lerchenfeld 11,,,Markt Erlbach,,91459,,,DE8190538244,331350145,,,,www.artec-systems.de,,,,
,ARTEC PRÄZISIONSTECHNIK GMBH,Germany,,,,HRB 130954 |DE206030772|29/200/05973,Lilienthalstraße 6,,,Herzberg am Harz,,37412,,,DE2110185789,329313584,,,,www.artec-praezision.de,,,,
,ARTELT-ENCLIT,Germany,,,,,Blumrodaer Str. 4,,,Borna,,4552,,,DE3150500804,315289624,,,,www.enclit.de,,,,
,ARTMANN GMBH/             STROM/DIVERSES,Germany,,,,HRB 103513 |DE143620458|35005/08774,Zeppelinstraße 7,,,Karlsruhe,,76185,,,DE7110005363,316307651,,,,www.artmann.de,,,,
,AERZTEKAMMER HAMBURG,Germany,,,,,Weidestraße 122B,,,Hamburg,,22083,,,DELEI1014854,333021889,,,,www.aerztekammer-hamburg.org/home.html,,,,
,DR MED MOHAMMED NATOUR,Germany,,,,GNR 700089 ,Schneidmühlstraße 21,,,Heidelberg,,69115,,,DE7050414255,342968696,,,,,,,,
,AS STRÖMUNGSTECHNIK GMBH,Germany,,,,HRB 224744 |DE198449150|99031/19788,Elly-Beinhorn-Straße 7,,,Ostfildern,,73760,,,DE7330560873,342736097,,,,www.asstroemungstechnik.de,,,,
,ASA HORST WIEBER GMBH,Germany,,,,HRB 110376 |DE116634939|46/201/09966,Werner-von-Siemens-Straße 17,,,Stuhr,,28816,,,DE2050063646,317081909,,,,www.asa-germany.de,,,,
,ACROSS SYSTEMS GMBH,Germany,,,,HRB 362882 |DE814502716|31190/19515,Im Stöckmädle 13,,,Karlsbad,,76307,,,DE7230275909,537642766,,,,www.across.net,,,,
,ESCO METALLBAUSYSTEME GMBH,Germany,,,,|DE186801079,Am Jägerberg 3,,,Velten,,16727,,,DE7330037234-1000,328456335,,,,www.esco-online.de,,,,
,ASCANIS OHG,Germany,,,,HRA 580993 |DE214195816,Heiligenbreite 52,,,Überlingen,,88662,,,DE7130106858,330783296,,,,www.ascanis.com,,,,
,ASKA BIOTECH GMBH,Germany,,,,HRB 12158 NP |DE318016443,Veltener Str. 12,,,Hennigsdorf,,16761,,,DE2012792213,314984714,,,,www.aska-biotech.de,,,,
,HANSE-KLINIKUM WISMAR GMBH,Germany,,,,HRB 8919 |DE255737034|19/291/01820,Störtebekerstraße 6,,,Wismar,,23966,,,DE3330015836,330059866,,,,www.sana-hanse-klinikum-wismar.de,,,,
,ASMETEC GMBH,Germany,,,,HRB 30256 |DE252725237,Carl-Benz-Straße 4,,,Kirchheimbolanden,,67292,,,DE7150169938,551282192,,,,www.asmetec-shop.de,,,,
,ASSDEV GMBH,Germany,,,,HRB 5383 |DE247829145,Breitweidig 9,,,Forchheim,,91301,,,DE8070219824,537787736,,,,www.assdev.de,,,,
,ASSMUS METALLVEREDLUNG GMBH,Germany,,,,HRB 4906 |DE113531028|035 228 55224,Robert-Koch-Straße 2,,,Dietzenbach,,63128,,,DE6210010166,319736476,,,,www.assmus-metallveredelung.de,,,,
,ASSOCIATES OF CAPE CODE EUROPE GMBH,Germany,,,,HRB 51966 |DE111654457,OPELSTRASSE 14,,,MORFELDEN - WALLDORF,,64546,,,DE6190038495,317066462,,,,www.acciusa.de,,,,
,ASYS PROZESS- UND REINRAUMTECHNIK GMBH,Germany,,,,HRB 3434 |DE187859599|88001/21520,Lerchenbergstraße 31,,,Dornstadt,,89160,,,DE8270146209,537269383,,,,www.asys-reinraum.de,,,,
,FRANZ MENSCH GMBH,Germany,,,,HRB 13774 |DE216194936|125/118/40250,Werner-von-Siemens-Str. 2,,,Buchloe,,86807,,,DE8030200290,330974150,,,,www.franz-mensch.de,,,,
,ATHENSTAEDT GMBH & CO KG,Germany,,,,HRA 4750 |DE114521354|011 370 60159,Am Beerberg 1,,,Battenberg (Eder),,35088,,,DE8290208351,315543876,,,,www.athenstaedt.de,,,,
,ATIV SERVICE GMBH-EUR,Germany,,,,HRB 102201 |DE333089431|214/5800/7651,Peterstraße 13,,,Köln,,50676,,,DE5191228261,343222310,,,,www.ativ-service.de,,,,
,ATLANTIC GRAND HOTEL BREMEN,Germany,,,,HRB 24678 HB ,Bredenstraße 2,,,Bremen,,28195,,,DE2050727569,312704305,,,,www.atlantic-hotels.de,,,,
,ATLANTIC HOTEL,Germany,,,,HRB 17019 HB |DE182424434|60/162/03213,Flughafenallee 26,,,Bremen,,28199,,,DE2050388072,389571233,,,,www.atlantic-hotels.de,,,,
,EDWARDS GMBH,Germany,,,,HRB 124685 ,Philipp-Hauck-Straße 2,,,Feldkirchen,,85622,,,DE8330238849,316095251,,,,www.edwardsvacuum.com,,,,
,ATN GMBH,Germany,,,,HRB 5904 |DE128707059,Industriestraße 3A,,,Bad Abbach,,93077,,,DE8230214002,313485526,,,,www.atn-gmbh.de,,,,
,ATRIGA GMBH,Germany,,,,HRB 40197 |DE813653976|035 228 56514,Pittlerstraße 47,,,Langen (Hessen),,63225,,,DE6210231765,332116826,,,,www.atriga.de,,,,
,ATRIKOM FULFILLMENT GMBH,Germany,,,,HRB 94520 |DE153703943,Haagweg 12,,,Ginsheim-Gustavsburg,,65462,,,DE6190174775,343230181,,,,www.atrikom.de,,,,
,IWK VERPACKUNGSTECHNIK GMBH,Germany,,,,HRB 102776 |DE811126145|35001/03156,Lorenzstraße 6,,,Stutensee,,76297,,,DE7110003230,316073337,,,,www.iwk.de,,,,
,ONTIME COURIER GMBH,Germany,,,,HRB 228855 |DE310637491,Alois-Wolfmüller-Straße 8,,,München,,80939,,,DE8171110898,314085493,,,,www.ontimecourier.com,,,,
,ATZINGER GMBH VERPACKUNGEN,Germany,,,,HRB 119198 |DE812372856,Rudolf-Diesel-Straße 1,,,Gilching,,82205,,,DE8170458647,315133459,,,,www.atzinger.de,,,,
,AVN AUDIO VIDEO NETWORK SOLUTI,Germany,,,,HRB 34457 |DE812908608|035 228 60825,Otto-Hahn-Straße 48,,,Dreieich,,63303,,,DE6210193401,343397985,,,,www.avn-solution.com,,,,
,AUDION ELEKTRO GMBH,Germany,,,,HRB 13 |DE120051271|116/5700/1251,Karl-Kisters-Straße 8,,,Kleve,,47533,,,DE5090003752,317375889,,,,www.audion.com,,,,
,AUER PACKAGING GMBH,Germany,,,,HRB 9858 |DE177563180|156/121/81532,Am Kroit 25-27,,,Amerang,,83123,,,DE8250139248,314277633,,,,www.auer-packaging.de,,,,
,AUF-VERTRIEB GMBH,Germany,,,,HRB 5703 |DE240144836|64/202/21386,Friedrichstraße 13,,,Wardenburg,,26203,,,DE2370178377,344837989,,,,www.auf-vertrieb.de,,,,
,AUG. HEDINGER GMBH & CO. KG,Germany,,,,HRA 1583 |DE147512931,Heiligenwiesen 26,,,Stuttgart,,70327,,,DE7330019395,316489087,,,,www.hedinger.de,,,,
,AUG. HÜLDEN GMBH + CO. KG,Germany,,,,|DE123044642,Dr.-Christian-Seybold-Straße 10,,,Düren,,52349,,,DE5190021150-1000,341790913,,,,,,,,
,AUGUST POHLI GMBH & CO. KG,Germany,,,,HRA 8175 |DE121023357|131/5836/0146,Hölker Feld 10-12,,,Wuppertal,,42279,,,DE5410004388,317665552,,,,www.pohli.de,,,,
,AUGUST RUEGGEBERG GMBH&CO.KG,Germany,,,,HRA 16833 |DE122545917|212/5779/0048,Hauptstraße 13,,,Marienheide,,51709,,,DE5150001753,326362316,,,,www.pferd.com,,,,
,AUGUST VORMANN GMBH & CO. KG,Germany,,,,HRA 4557 |DE126455637|341/5738/0076,Heilenbecker Str. 191/205,,,Ennepetal,,58256,,,DE4310021819,319387221,,,,www.vormann.com,,,,
,AULBACH + PFAFF GMBH,Germany,,,,HRB 3362 |DE113531403|035 228 60307,Benzstraße 18,,,Hanau,,63457,,,DE6130006075,315851824,,,,www.aulbach-pfaff.de,,,,
,DISTRELEC DEUTSCHLAND GMBH,Germany,,,,HRB 36264 HB |DE327794023,Lise-Meitner-Straße 4,,,Bremen,,28359,,,DE8330542031,343023325,,,,www.distrelec.de,,,,
,AUROLIA TECHNOLOGIES GMBH,Germany,,,,HRB 508268 |DE284666966|171/105/08069,Auf d. Höhe 1,,,Meiningen,,98617,,,DE3210188867,342703606,,,,www.aurolia.de,,,,
,AUTO BIERSCHNEIDER GMBH,Germany,,,,|DE133504133,Schütterlettenweg 1,,,Ingolstadt,,85053,,,DE8190186588-1000,341944059,,,,www.bierschneider.de,,,,
,AUTO BÖDEKER GMBH,Germany,,,,|DE112596222,Am Hetgesborn 24,,,Butzbach,,35510,,,DE6110070294-1000,341690967,,,,auto-boedeker.de,,,,
,AUTO KOHLER GMBH,Germany,,,,HRA 7102 |DE241748578|126/151/51708,Max-Spenger-Straße 11,,,Mainburg,,84048,,,DE8230403776,537342359,,,,www.auto-koehler.de,,,,
,AUTO KÖLBL GMBH,Germany,,,,HRB 62679 |DE129292520|143/116/80189,Michael-Kölbl-Straße 1-3,,,Unterschleißheim,,85716,,,DE8330039054,316755198,,,,www.audi-koelbl.de,,,,
,ALBERT STEFFENS GMBH & CO. KG,Germany,,,,HRA 4382 |DE169639433,Lötscher Weg 71,,,Nettetal,,41334,,,DE5230015027,325512564,,,,www.auto-nagel.de,,,,
,AUTO SCHMEINK GMBH,Germany,,,,HRB 10643 |DE153192248,Oberndorfstraße 1,,,Wesel,,46483,,,DE5390001368,318059417,,,,www.auto-schmeink.de,,,,
,AUTO SCHÜTZ GMBH,Germany,,,,|DE812855484,Groß-Umstädter Str. 20,,,Dieburg,,64807,,,DE6210191028-1000,341511408,,,,,,,,
,AUTO SEEGER GMBH (508),Germany,,,,HRB 33257 |DE206444600,Königsberger Str. 1,,,Reinheim,,64354,,,DE6050153663,329340108,,,,www.auto-seeger.de,,,,
,AUTO SINGER GMBH & CO. KG,Germany,,,,HRA 5081 |DE151189984|125/151/53002,Siemensring 17,,,Marktoberdorf,,87616,,,DE8150003424,317421899,,,,www.autosinger.de,,,,
,AUTO BOHRMANN (508),Germany,,,,HRB 1599 |DE143869348,Hauptstraße 43,,,Mannheim,,68259,,,DE7170028132,318681210,,,,www.auto-bohrmann.de,,,,
,AUTOHAUS LANGENAU GMBH,Germany,,,,HRB 2423 |DE147027907,Kiesgräble 1,,,Langenau,,89129,,,DE8270096240,329845564,,,,www.autohaus-langenau.de,,,,
,AUTOHAUS ADELBERT MOLL GMBH & CO (508),Germany,,,,|DE119374897,Schiessstraße 40,,,Düsseldorf,,40549,,,DE5050059461-1002,320764970,,,,www.autohaus-moll-duesseldorf.de/de.html,,,,
,AUTOHAUS AN RHEIN & LIPPE,Germany,,,,HRA 7516 |DE812702986|130/5822/0099,Oberndorfstraße 1,,,Wesel,,46483,,,DE5390049121,316015374,,,,www.audi-wesel.de,,,,
,AUTOHAUS BABELSBERG GMBH & CO. KG,Germany,,,,HRA 37 P |DE138410797|046/170/00062,Fritz-Zubeil-Straße 70-78,,,Potsdam,,14482,,,DE2010392891,331022640,,,,www.autohaus-babelsberg.de,,,,
,AUTOHAUS BARTMANN GMBH,Germany,,,,HRB 6287 |DE187555154,Robert-Bosch-Straße 20,,,Pfungstadt,,64319,,,DE6050112065,314645318,,,,www.bartmann.de,,,,
,AUTOHAUS BÜCHLE GMBH-EUR,Germany,,,,HRB 708188 |DE190943080|11088/07569,Blauenstraße 69,,,Binzen,,79589,,,DE7010363265,342599455,,,,www.autohaus-buechle.de,,,,
,AUTOHAUS BUCHTER GMBH,Germany,,,,HRB 504574 |DE812786997,Gräfenhäuser Str. 45,,,Neuenbürg,,75305,,,DE7230152457,316016901,,,,www.autohaus-buchter.de,,,,
,AUTOHAUS BURKARD GMBH,Germany,,,,HRB 9195 ,Am Niederholz 45,,,Leipzig,,4288,,,DE3150099284,332485689,,,,www.autohaus-burkard.de,,,,
,AUTOHAUS DOSDALL & SCHONAT GMBH,Germany,,,,HRB 102475 |DE286005607,Hamelner Str. 32,,,Aerzen,,31855,,,DE2170046158,343961777,,,,www.dosdall-schonat.de,,,,
,AUTOHAUS FINGER GMBH (508),Germany,,,,HRB 105136 |DE143580344,Donauschwabenstraße 40,,,Karlsruhe,,76149,,,DE7110080721,326724093,,,,www.autohaus-finger.de,,,,
,AUTOHAUS FISCHER GMBH,Germany,,,,HRB 207275 |DE196401288|161/105/11888,Brückenstraße 6,,,Jena,,7743,,,DE3410035434,315601844,,,,www.fischer-jena.de,,,,
,AH FÜLLGRAF NEURUPPIN GMBH,Germany,,,,HRB 4574 |DE192280017,Nauener Str. 5,,,Neuruppin,,16816,,,DE3270065886,315392568,,,,www.vw-fuellgraf-neuruppin.de,,,,
,AUTOHAUS GEHLERT GMBH & CO. KG,Germany,,,,HRA 1981 |DE142100099|06483/44002,Tullastraße 82,,,Freiburg im Breisgau,,79108,,,DE7010004290,319589966,,,,www.gehlert.de,,,,
,AUTOHAUS H. SIEBERTZ GMBH & CO. KG,Germany,,,,HRA 5422 |DE210847936|202/5800/0444,Aachener Str. 120-122,,,Stolberg,,52223,,,DE5010275032,329081314,,,,www.siebertz.de,,,,
,AUTOHAUS HAGENOW GMBH,Germany,,,,HRB 947 |DE137667806|087/105/00054,Söringstraße 2A,,,Hagenow,,19230,,,DE3330010814,330792862,,,,www.ah-hagenow.de,,,,
,AUTOHAUS HERMSDORFER KREUZGMBH,Germany,,,,HRB 205575 |DE169203387,An der Krümme 2,,,Bad Klosterlausnitz,,7639,,,DE3410001919,314532334,,,,www.vw-am-hermsdorfer-kreuz.de,,,,
,AUTOHAUS HERTEN GMBH,Germany,,,,HRB 942 |DE209389275|207/5770/0285,Aachener Str. 19,,,Düren,,52349,,,DE5010047693,317244572,,,,www.mercedes-herten.com,,,,
,AUTOHAUS HEUBERGER,Germany,,,,HRB 8409 |DE233360416|125/121/80742,Hiebelerstraße 65,,,Füssen,,87629,,,DE8150201027,333152457,,,,www.autohaus-heuberger.de,,,,
,AUTOHAUS HOFF GMBH & CO. KG,Germany,,,,|DE123122501,Urbacher Str. 8,,,Troisdorf,,53842,,,DE5030000384-1001,324488089,,,,,,,,
,AUTOHAUS JANKO OHG,Germany,,,,HRA 40992 |DE259955172,Im Geisbaum 21,,,Egelsbach,,63329,,,DE6210051331,326588209,,,,www.autohaus-janko.de,,,,
,AUTOHAUS KITTEL GMBH,Germany,,,,|DE140020263,Heinrich-Hertz-Straße 04,,,Weißenfels,,6667,,,DE3130001714-1000,342773738,,,,www.autohaus-kittel.de,,,,
,AUTOHAUS KNOLLER KG,Germany,,,,HRA 41437 |DE128208281|117/151/52608,Fürstenfeldbrucker Str. 18,,,Moorenweis,,82272,,,DE8330075103,340140839,,,,www.autohaus-knoller.de,,,,
,AUTOHAUS LÜTTEN-KLEIN GMBH,Germany,,,,HRB 12298 |DE283740509|079/105/05925,Trelleborger Str. 3,,,Rostock,,18107,,,DE3190386763,342645838,,,,www.luetten-klein.de,,,,
,AUTOHAUS RÜDIGER GMBH,Germany,,,,HRB 24357 |DE245211840|203/276/01416,Hamburger Str. 35,,,Dresden,,1067,,,DE3070349109,341177245,,,,www.ruediger-dresden.skoda-auto.de,,,,
,AUTOHAUS SCHLAGHECK,Germany,,,,HRA 4232 |DE126051129|336/5785/0456,Im Derdel 4,,,Münster,,48161,,,DE4250126660,328261425,,,,www.autohaus-schlagheck.de,,,,
,AUTOHAUS SCHMIDT,Germany,,,,HRB 125 NP |DE138701634|053/105/05287,Ruppiner Str. 2,,,Hennigsdorf,,16761,,,DE2010401190,330864844,,,,www.ah-schmidt.org,,,,
,AUTOHAUS SCHMIDT GMBH & CO.KG,Germany,,,,HRA 5619 |DE281118288|316/5964/0461,Hörder Str. 55,,,Schwerte,,58239,,,DE4190153353,342548626,,,,www.autowelt-schmidt.de,,,,
,AUTOHAUS SCHÜRMANN GMBH,Germany,,,,HRB 2412 |DE813044982|359/5758/0802,Feldstraße 274-276,,,Herten,,45701,,,DE4050118361,327245338,,,,www.autohaus-schuermann.de,,,,
,AUTOHAUS SCHWALM GMBH & CO. KG,Germany,,,,HRA 3006 |DE113353724,Niederrheinische Str. 96,,,Kirchhain,,35274,,,DE6110035545,326706827,,,,www.autohaus-schwalm.de,,,,
,AUTOHAUS SPINDLER (508),Germany,,,,HRB 5922 |DE812370051,Mainstraße 45-51,,,Kitzingen,,97318,,,DE8310164055,537504110,,,,www.spindler-gruppe.de,,,,
,AUTOHAUS STAAF GMBH,Germany,,,,HRB 1858 |DE812105417|035 228 70246,Friedberger Str. 91-93,,,Nidderau,,61130,,,DE6130016786,321781221,,,,www.staaf.de,,,,
,STOLL AUTOMOTIVE (508),Germany,,,,HRB 714436 |DE305505962|20002/05896,Porschestraße 1,,,Waldshut-Tiengen,,79761,,,DE7350150205,313688648,,,,www.autohaus-stoll.de,,,,
,AUTOHAUS STOPPANSKI GMBH,Germany,,,,HRB 360799 |DE230263391,Mörscher Str. 3,,,Ettlingen,,76275,,,DE7110022829,319226585,,,,www.stoppanski.de,,,,
,AUTOHAUS TOST GMBH,Germany,,,,HRB 9390 CB |DE174091501|049/105/01785,Berliner Str. 32 A,,,Heidesee,,15754,,,DE2010392781,330461336,,,,www.autohaus-tost.de,,,,
,AUTOHAUS WEEBER GMBH & CO. KG,Germany,,,,HRA 254127 |DE146004045|70051/00503,Glemseckstraße 49,,,Leonberg,,71229,,,DE7330343192,551269041,,,,www.autohaus-weeber.de,,,,
,WEINGARTNER MIESBACH GMBH & CO KG (508),Germany,,,,HRA 87105 |DE814589751|139/151/53601,Straß 1,,,Miesbach,,83714,,,DE8250322782,340805015,,,,www.ihnen-zur-freude.de,,,,
,AUTOHAUS WESTEND GOSSLER GMBH & CO.,Germany,,,,HRA 73379 |DE199338132|143/502/80104,Westendstraße 219,,,München,,80686,,,DE8170488464,315793450,,,,www.autohaus-westend.de,,,,
